,Path,Canonical,Transcript
1643,train/dr2/mefg0/sx195,w uh d y uw ah l aw ae k t s ah v v ay l ah n s,w uh jh uw ah l aw ae k s ah v ay ah l ah n t s
1644,train/dr2/mefg0/sx375,g r ow ih ng w eh l k eh p t g aa r d n z ih z v eh r iy t ay m k ah n s uw m ih ng,g r ow ih ng w eh l k eh t g aa r d ih n z ih z v eh r ih t ay m k ih n s uw m ih ng
1645,train/dr2/mefg0/sx105,y uw m ah s t ih k s p l ih s ih t l iy d ah l iy t f ay l z,y uw m ah s eh s p l ih s ah l iy d ah l iy t f ay l z
1646,train/dr2/mefg0/sx285,r ih ch p er ch ih s t s eh v er l s ay n d l ih th ah g r ae f s,r ih ch p er sh ih s eh v r l s ay n l ih th ih g r ae f s
1647,train/dr2/mefg0/si465,n ow b ah d iy r iy l iy eh k s p eh k t s t uw ih v ae k y uw ey t,n ow aa dh iy r ih l ih ih s p eh k s t uw ah v ae k y uw ey
1648,train/dr2/mefg0/si598,n uw s eh l f d ih s iy v ih ng r ae g z aa r hh er ih d l iy t ao s t ao n dh ah t uw n ey k ih d b ow n z,n uw s eh l f t ih s iy v ih ng r ae z er hh er ih l iy t ao s t ao n dh ah t uw n ey k ih b ow n t
1649,train/dr2/mefg0/si491,hh ay er ih ng dh ah w ay f f ao r w ah n z k ah m p ah n iy m ey w ih n hh er t ae k s ey d ih d r ih t ay er m ah n t ih n k ah m,hh ay er ih ng dh ah w ay f er w ah n z k ah m p n iy m ey w ih n hh er t ae s ey ih r ih t ay er m ih n ih n k ah m
1650,train/dr5/megj0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw t ih n g r iy z iy w ao r sh w ao dh er ao l y ih er
1651,train/dr5/megj0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy dh ih k ih r iy ih n ao l iy r eh g l ay dh ae
1652,train/dr5/megj0/sx257,w iy aa r ow p ah n eh v r iy m ah n d ey iy v n ih ng,w iy ao r ow p ih n eh v r iy m ah n d iy ih v n iy ng
1653,train/dr5/megj0/sx437,dh ey y uw z d ae n ah g r eh s ih v p ah l iy s m ae n t uw f l ae g th ao t l ih s m ow t er ih s t s,dh ey y uw z d ah n ih g r eh s ih v p ow l iy s m ah n t uw f l ae th ao l ah s m ow dh er s
1654,train/dr5/megj0/sx167,ih m p l oy iy l ey ao f s k ow ih n s ay d ih d w ih dh dh ah k ah m p ah n iy z r iy ao r g ih n ay z ey sh ih n,ih m p l oy iy l ey ao f s k ow ah n s ay dh ih w ih th iy k ah m p n iy z r iy ao n ih z ey sh n
1655,train/dr5/megj0/sx3,dh ih s w ah z iy z iy f ao r ah s,dh ih s w uh z iy z iy f ao r ah s
1656,train/dr5/megj0/sx77,b ae g p ay p s ae n d b aa ng g ow z aa r m uw z ih k l ih n s t r ah m ah n t s,b ae p ay p s ae n b aa ng g ow z aa r m y uw z ih k l ih n s t er m ih n s
1657,train/dr5/megj0/si707,dh ah ae v ah k aa d ow sh uh d hh ae v ah g ih v t uw ih t ae z y uw hh ow l d ih t hh w eh n ih t ih z r ay p,dh iy aa v ih k aa dh uh sh uh dh ae v ey g ih v t uw ih t ae zh y uw hh ow l d ih t w ih n ih dh ih z r ay
1658,train/dr5/megj0/si1337,dh ih s w ah z ch iy f l iy b ih k ao z ah v dh ah b l uw ih sh hh w ay t ao t ow f l uh r eh s n s f r ah m dh ah s eh l z,dh ih s w ah z ch iy f l iy b ih k ao z ih dh ah b l uw ih sh w ay t ao dh ow f l ao r eh s ah n s f r ah m dh ah s eh l z
1659,train/dr5/megj0/si1967,t w eh l v ah k l aa k l eh v l,t w eh l v ah k l aa k l eh v l
1660,train/dr6/mejl0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh d er d aa r k s uw n g r iy s ih w aa sh w ao dh er ao l y ih er
1661,train/dr6/mejl0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m ih dh ih k ae r iy ih n oy l iy r ae l ay dh ae
1662,train/dr6/mejl0/sx62,eh n iy k aa n t r ah b y uw sh ih n z w ih l b iy g r ey t l iy ah p r iy sh iy ey t ih d,eh n iy k ah n t er b y uw sh ih n z w l b iy g r ey l iy ah p r iy sh iy eh dh ih d
1663,train/dr6/mejl0/sx242,m ey ay ao r d er ah s t r ao b eh r iy s ah n d ey ae f t er ay iy t d ih n er,m ey ay ao dh er ih s t r ao v er iy s ah n d ey ae f er ay iy d ih n er
1664,train/dr6/mejl0/sx422,w ah n s y uw f ih n ih sh g r iy s ih ng y uh r ch ey n b iy sh uh r t uw w ao sh th er ow l iy,w ah n ch uw f ih n ih sh g r iy s ih ng y er ch ey n b iy sh uh r dh ah w aa sh th er ah l iy
1665,train/dr6/mejl0/sx152,m ah s k iy t ow z ih g z ih s t ih n w ao r m hh y uw m ih d k l ay m ah t s,m ih s k iy dh ow z ih z ih s t ih n w ao r m hh y uw m ih d k l ay m ih t s
1666,train/dr6/mejl0/sx332,t aa d p l ey s t t aa p p r ay ao r ih t iy ao n g eh t ih ng hh ih z b ay k f ih k s t,t aa p l ey z t aa p r ay ao r dh iy ao ng g eh dh ih ng ih z b ay k f ih k s t
1667,train/dr6/mejl0/si962,l ay k ah f ae r n ah m b er ah v b uw t l eh g er z hh iy d ih s l ay k t ae l k ah hh ao l,l ay k ih f eh n ah m b er ih b uw l eh g er z hh iy d ih s l ay t ae l k ah hh ao l
1668,train/dr6/mejl0/si1592,sh iy s p r ae ng ah p ae n d w eh n t s w ih f t l iy t uw dh ah b eh d r uw m,sh iy s p r ae ng ah ih n w ih n t s w ih f l iy t ih dh ih b eh d r ah m
1669,train/dr6/mejl0/si1654,y uw d ow n t hh ae f t ah g eh t n ae s t iy,y ih dh ow n hh ae f t ih g eh n ae s t iy
1670,train/dr8/mejs0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh jh er d aa r k s uw t ih n g r iy s iy w ao sh w ao dh er ao l y ih er
1671,train/dr8/mejs0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh uw k eh r iy ih n oy l iy r ae g l ay dh ae
1672,train/dr8/mejs0/sx160,ae z k ow ao th er z w iy p r ah z eh t ih d aw r n uw b uh k t uw dh ah hh ao t iy ao d iy ah n s,eh z k ow ao th er z w iy p r ih z eh n er dh aa r n uw b uh k t uw dh ah hh ao dh iy ao dh iy ih n s
1673,train/dr8/mejs0/sx340,d ah k s hh ae v w eh b d f iy t ae n d k ah l er f l f eh dh er z,d ah k s hh ae v w eh b f iy t ih n k ah l er f l f eh dh er z
1674,train/dr8/mejs0/sx70,d ih d y uw iy t y eh t,d ih jh uw iy y eh
1675,train/dr8/mejs0/sx250,dh ah b ao s t n b ae l ey ow v er k ey m dh ae r f ah n d ih ng sh ao r t ih jh,dh ah b ao s t n b ae l ey ow v er k ey m dh er f ah n d iy ng sh ao r dh ih jh
1676,train/dr8/mejs0/sx430,dh ow z hh uw aa r n aa t p y uh r ih s t s y uw z k ae n d v eh jh t ah b l z hh w eh n m ey k ih ng s t uw,dh ow z hh uw er n aa p y er ih s y uw z k ae n v eh jh v l z w ih n m ey k iy ng s t uw
1677,train/dr8/mejs0/si610,b ah t dh ah ah t ae k w ah z m ey d f r ah m ae n ae d v ae n s k aa p iy,b ah dh iy ih t ae k w ih z m ey f er m ah n eh v ae n s k aa p iy
1678,train/dr8/mejs0/si1240,hh iy ih z f ao r s t t uw p l ey f ao r l ih t l m ah n iy ae n d m ah s t ao f ah n t ey k ah n ah dh er jh aa b t uw l ih v,hh iy ih z f ao r s t ah p l ey f er l ih dh l m ah n iy ih n m ah s ao f n t ey k ih n ah dh er jh aa t ah l ih v
1679,train/dr8/mejs0/si1870,ah b ey ah n eh t hh ah ng ih n ah b eh l t s k ae b er d,ah b ey n eh hh ah ng ih n ey b eh l t s k ae er
1680,test/dr1/felc0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y er d aa r k s uw ih n g r iy s iy w ao sh w ao dh er ao l y ih er
1681,test/dr1/felc0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n t ae s k m iy dh ih k eh r iy n oy l iy r ae g l ay k dh ae t
1682,test/dr1/felc0/sx306,ah ch ow z n f y uw w ih l b ih k ah m jh eh n er l z,ah ch ow z ih n f y uw w l b iy k ah m jh eh n er l s
1683,test/dr1/felc0/sx36,ow n l iy dh ah m ow s t ah k aa m p l ih sh t aa r t ih s t s ah b t ey n p aa p y uh l ae r ah t iy,ow n l ih dh ih m ow s t ih k aa m p l ih sh aa r dh ih s ah t ey n p aa p ih l eh er dh iy
1684,test/dr1/felc0/sx216,dh ah s m ao l b oy p uh t dh ah w er m ao n dh ah hh uh k,dh ah s m ao l b oy p uh dh ah w er m ah n dh ah hh uh k
1685,test/dr1/felc0/sx396,dh ah f ih sh b iy g ae n t uw l iy p f r ae n t ih k l iy ao n dh ah s er f ah s ah v dh ah s m ao l l ey k,dh ih f ih sh b ih g ae n t ih l iy f r ae n t ih k l iy ah n dh ah s er f ah s ah v dh ih s m ao l ey k
1686,test/dr1/felc0/sx126,aa r t ih f ih sh l ih n t eh l ih jh ih n s ih z f ao r r iy l,aa r dh ih f ih sh l ih n t eh l ih jh ih n s ih z f er r iy l
1687,test/dr1/felc0/si756,m ah t ih r iy l z s er ae m ih k m aa d l ih ng k l ey r eh d hh w ay t ao r b ah f,m ih t ih r iy ih l s s er r ae m ih m aa dh l ih ng k l ey r eh d w ay ao r b aa f
1688,test/dr1/felc0/si1386,ih n w ey jh n ih g ow sh iy ey sh ih n z dh ah ih n d ah s t r iy b aa r g ih n z ae z ah y uw n ih t w ih dh ah s ih ng g l y uw n y ih n,ih n w ey jh n ih g ow sh iy ey sh ih n s dh iy ih n d ih s t r iy b aa r g ih n z eh z ey y uw n ih w ih dh ih s ih ng g l y uw n y ih n
1689,test/dr1/felc0/si2016,hh iy v ao n dh ow z r ow p s dh ah b ow t s k ah m ah n s t ah k,hh iy v ao n ow z r ow p s dh ih b ow s k ah m ah n s t ah k
1690,train/dr3/feme0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh er d aa r k s uw ih n g r iy s iy w aa sh w ao dh er ao l y ih er
1691,train/dr3/feme0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m ih dh ih k ih r iy ih n oy l iy r ae g l ay k dh ae
1692,train/dr3/feme0/sx425,m uw v iy z n eh v er hh ae v ih n ah f v ih l ih n z,m uw v iy z n eh v er hh ae v ah n ah f ih l ah n z
1693,train/dr3/feme0/sx155,dh ah w ao t er k ah n t ey n d t uw m ah ch k l ao r iy n ae n d s t ah ng hh ih z ay z,dh ah w ao dh er k ih n t ey n t uw m ah ch k l ao r iy n ih n s t ah ng hh ih z ay z
1694,train/dr3/feme0/sx335,g ah s s ao p ay n t r iy z ae n d r eh d w uh d z ao n hh ih z w ao k th r uw s ih k w oy ah n ae sh ih n l f ao r ih s t,g ah s ao p ay n t r iy z ih n r eh w uh d z ao n ih z w ao k th uw s ih k w oy ih n ae sh n l f ao r ih s t
1695,train/dr3/feme0/sx65,ch ae l ih n jh iy ch jh eh n er l z ih n t eh l ih jh ih n s,ch ae l ah n jh iy ch jh eh n er l z ih n t eh l ah jh ah n s
1696,train/dr3/feme0/sx245,d ah z hh ih n d uw ay d iy aa l ah jh iy aa n er k aw z,d ah z hh ih n d uw ay dh iy y aa l ah jh iy aa n er k aw z
1697,train/dr3/feme0/si875,l uh k f ao r dh iy z f iy ch er z hh w ih ch m ey m iy n y uw k ae n s ey v d uw p l ih k ih t k ah v er ih jh,l uh k f ih dh iy z f iy ch er z w ih ch m ey m iy n y uw k ih n s ey v d uw p l ah k ih k ah v r ih jh
1698,train/dr3/feme0/si1505,dh ah b l ow ih n k aw n t er d s ih l k iy hh ae r ae n d hh aa r d b ow n,dh ah b l ow ih n k aw n er s ih l k iy hh eh er ih n hh aa r b ow n
1699,train/dr3/feme0/si2135,y uw f iy l hh ih m eh v r iy m ay l f er dh er ah w ey,y uw f iy l hh ih m eh v r iy m ay l f er dh er ah w ey
1700,test/dr7/mers0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae y ao r d aa r k s uw hh n g r iy s iy w ao sh w ao dh er ao l y ih er
1701,test/dr7/mers0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s k m iy dh ih k eh r ih ah n oy l ih r ae g l ay k dh ae t
1702,test/dr7/mers0/sx119,dh ah m ih s k w ow t w ah z r ih t r ae k t ih d w ih dh ae n ah p aa l ah jh iy,dh ah m ih s k w ow w ah z r iy t r ae t ih d w ah th eh n ah p aa l ah jh ih
1703,test/dr7/mers0/sx299,sh ey v ih ng k r iy m ih z ah p aa p y uh l er ay t m ao n hh ae l ow iy n,sh ey v ih ng k r iy m ih z ih p aa p y ih l er ay dh ih m ao n hh ae l ah w iy n
1704,test/dr7/mers0/sx29,hh eh l p g r eh g t uw p ih k ah p eh k ah v p ah t ey t ow z,hh eh l g r eh t ah p ih k ih p eh k ah p ah t ey dh ow z
1705,test/dr7/mers0/sx209,m ay k l k ah l er d dh ah b eh d r uw m w ao l w ih dh k r ey aa n z,m ay k l k ah l er dh ah b eh d r uw m w ao l w ah th k r ey aa n s
1706,test/dr7/mers0/sx389,dh ey ow n ah b ih g hh aw s ih n dh ah r ih m ow t ao ah n t r iy s ay d,dh ey ow n ah b ih g hh aw s ih n dh ih r ih m ow k ah n t r ih s ay d
1707,test/dr7/mers0/si1019,dh eh m n uw t uw dh ah k ah n t r iy w er r ih f er d t uw ae z p ih l g r ah m z,dh eh m n uw t uw dh ih k ah n t r iy w er ih f er t uw ih z p ih l r ah m z
1708,test/dr7/mers0/si1649,ih t s ah f ao r m ae l ih t iy y uw n ow,ih t s ah f er m ae l ah dh iy y uh n ow
1709,test/dr7/mers0/si497,d ih s p l ey d ae z l ae m p s dh ah p ah p ah t s d ah l ay t dh ah ch ih l d r ah n ae n d aa r d eh k er ih t ih v ae k s eh n t,d ih s p l ey dh ih z l ae m p s dh ah p ah p ah s d ah l ay dh ah ch ih l d r ih n ae n d aa r d eh k r ih dh ih v ae s eh n
1710,test/dr6/mesd0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh ih ae jh er d aa r s uw t ih n g r iy s ih w aa sh w ao dh er ao l y ih er
1711,test/dr6/mesd0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ah k ae r ih ih n oy l iy r ae l ay k th ae t
1712,test/dr6/mesd0/sx102,s p eh sh l t ae s k f ao r s ih z r eh s k y uw hh aa s t ih jh z f r ah m k ih d n ae p er z,s p eh sh l t ae s f ao r s ih z r eh s k y uw hh aa s t ih jh ih z f er m k ih n ae p er z
1713,test/dr6/mesd0/sx282,dh ah t uw th f ae r iy f ao r g aa t t uw k ah m hh w eh n r aa jh er z t uw th f eh l aw t,dh ih t uw th f eh r ih f er g aa t uw k ah m w ah n r aa jh er s t uw th f eh l aw t
1714,test/dr6/mesd0/sx12,w ih l r aa b ih n w ae r ah y eh l ow l ih l iy,w ah l r aa b uh n w eh r ih y eh l ow l ih l iy
1715,test/dr6/mesd0/sx192,s t r ao hh ae t s aa r aw t ah v f ae sh ih n dh ih s y ih r,s t r ao hh ae s er aw dh ah f ae sh ih n dh ah s y ih er
1716,test/dr6/mesd0/sx372,dh ae t d ay ah g r ae m m ey k s s eh n s ow n l iy ae f t er m ah ch s t ah d iy,dh ae d ay ih g r ae m ey k s eh n s ow n l iy ae f t er m ah ch s t ah d iy
1717,test/dr6/mesd0/si1002,w iy p r ow d uw s p iy n ah t oy l b ah t t uw ah m ah ch g r ey t er ih k s t eh n t w iy iy t dh ah ih n t ay er s iy d,w iy p er d uw s p iy n ah dh oy l b ah t uh m ah ch g r ey dh er ih s t eh n w ih iy dh iy ih n t ay er s iy d
1718,test/dr6/mesd0/si1632,f ah s f ah s ow l d m ae n,f ah s f ah s ow l m ae n
1719,test/dr6/mesd0/si2262,w iy v ao l b ih n r ih ch ae n d s p oy l d l ao ng ih n ah f t uw hh ey t dh ah m ah sh iy n ey jh,w iy v ao l b ih n r ih ch ih n s p oy l d l ao ng ih n ah f t uw hh ey dh ah m ih sh iy n ey jh
1720,train/dr4/mesg0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh d y er d aa r k s uw dh ih ng g r iy s iy w er sh w ah dh er ao l y ih er
1721,train/dr4/mesg0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k ih r iy ih n oy l iy r ae g l ay dh ae
1722,train/dr4/mesg0/sx252,dh ah g ao r jh ih s b ah t er f l ay ey t ah l aa t ah v n eh k t er,dh ih g ao r jh ih s b ah dh er f l ay ey t ah l aa dh ah v n eh t er
1723,train/dr4/mesg0/sx432,k ao f iy ih z g r ow n ao n s t iy p jh ah ng g l l ay k s l ow p s ih n t eh m p er ih t z ow n z,k ao f iy ih z g r ow n ao n s t iy p jh y ah ng g ah l ay k s l ow p s ih n t eh m p er z ow n z
1724,train/dr4/mesg0/sx162,hh er ao b er n hh ae r r ih m ay n d ih d hh ih m ah v ao t m l iy v z,hh er ao b er n hh eh er r ih m ay n d ih d hh ih m ah v ao dh ah m l iy v z
1725,train/dr4/mesg0/sx342,t ey k ch aa r jh ah v ch uw z ih ng hh er b r ay d z m ey d z g aw n z,t ey ch aa r jh ih v ch uw z ih ng hh er b r ay z m ey z g aw n z
1726,train/dr4/mesg0/sx72,s p r ih ng s t r iy t ih z s t r ey t ah hh eh d,s p r ih ng s t r iy dh ih s t r ey dh ih hh eh
1727,train/dr4/mesg0/si702,w iy hh ae v ao l s ow s iy n dh ah p aw er ah v f ey th ae t w er k ah m ah ng ah s,w iy hh eh v aa l s ow s iy n dh ih p aw er ah f ey th eh w er k ah m ah ng ih s
1728,train/dr4/mesg0/si1332,th ay r oy d f ah ng k sh ih n t eh s t s y iy l d ih d n ao r m l r ih z ah l t s,th ay r oy d f ah ng k sh ih n t eh s y iy l ih n ao r m l r ih z uh l t s
1729,train/dr4/mesg0/si1962,ah n ah dh er s n aa r l d k l ow s ow v er hh eh d,ih n ah dh er s n aa r ah l k l ow s ow v er hh eh d
1730,train/dr6/mesj0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae jh ih d aa r k s uw ih ng g r iy s ih w aa sh w uh dh ah ao l y ih er
1731,train/dr6/mesj0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m ih dh ih k eh r ih n oy l ih r ae g l ay dh ae
1732,train/dr6/mesj0/sx97,p eh ng g w ah n z l ih v n ih r dh ah ay s iy ae n t aa r k t ih k,p ey ng g w ih n z l ih v n ih dh iy ay s iy ae n aa r dh ih k
1733,train/dr6/mesj0/sx277,dh ah r ow z k ao r s aa zh s m eh l d s w iy t,dh ah r ow z k uh s aa s m eh l s w iy t
1734,train/dr6/mesj0/sx7,n ah th ih ng ih z ae z ah f eh n s ih v ae z ih n ih s ih n s,n ah th ih ng ih z ah z ow f eh n t s ih v eh z ih n ih s n t s
1735,train/dr6/mesj0/sx187,dh ey ao f ah n g ow aw t ih n dh ah iy v n ih ng,dh ey ao f t ih ng g ow aa ih n dh iy v n ih ng
1736,train/dr6/mesj0/sx367,dh ah s er p l ah s sh uw z w er s ow l d ae t ah d ih s k aw n t p r ay s,dh ih s er p l ih sh uw z ah s ow l eh dh eh d ih s k aw n p r ay s
1737,train/dr6/mesj0/si997,b ow th l ah v d dh ah aw t ah v d ao r z ih n k l uw d ih ng m aw n t n k l ay m ih ng ae n d hh ao r s b ae k r ay d ih ng,b ow th l ah v ah dh iy aw dh ah v d ao ah z ih ng k l uw dh ih ng m aw n k l ay m ih ng ih n hh ao s b ae k r ay dh ih ng
1738,train/dr6/mesj0/si2039,hh ih z s ah p ih r iy er z hh ae d ao l s ow p r iy ch t dh ih s s ey ih ng ih t w ah z dh ah w ey f ao r ih t er n l aa n er,hh ih z s ih p ih r iy ih z hh eh dh ao s ah p r ih ch th eh s s ey ng w uh z th ah w ey f ao r iy t er n l aa n er
1739,train/dr6/mesj0/si2257,b ah t hh ih z r eh z ah l uw sh ih n hh aa r d l iy s iy m d t uw hh eh l p,b ah dh ih z r eh z ah l uw sh n hh aa r d l ih s iy m d ih hh eh l p
1740,train/dr1/fetb0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y ih d aa k s uw n g r iy s ih w aa sh w aa dh er aa l y iy er
1741,train/dr1/fetb0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t ah k ae r ih ah n oy l iy r ae g l ay k dh ae
1742,train/dr1/fetb0/sx68,ah p g r ey d y uh r s t ae t ih s t uw r ih f l eh k t y uh r w eh l th,ah p g r ey y er s t ae dh ih s t ah r ih f l eh t y er w eh l th
1743,train/dr1/fetb0/sx248,r iy d ih ng ih n p uh r l ay t g ih v z y uw ay s t r ey n,r iy dh ih ng ih n p ao ah l ay t g ih v z y uw ay s t r ey n
1744,train/dr1/fetb0/sx428,ah k r ae b ch ae l ih n jh d m iy b ah t ah k w ih k s t ae b v ae n k w ih sh t hh ih m,ey k r ae ch ae l eh n zh m iy b ah dh ey k w ih k s t ae v ae ng k w ih sh t ih m
1745,train/dr1/fetb0/sx158,dh ah d r ah ng k er d ih z ah s ow sh l aw t k ae s t,dh ah d r ah ng k er dh ih z ey s ow sh ah l aw k ae s t
1746,train/dr1/fetb0/sx338,dh ah d aa r k m er k iy l ah g uw n w aw n d ah r aw n d f ao r m ay l z,dh ah d aa k m er k ih l ah g uw n w aw n d ah r aw n f er m ay l s
1747,train/dr1/fetb0/si518,hh ay er t ow l r ey t s ao l s ow aa r hh eh l p ih ng b uw s t r eh v ah n uw z,hh ay er t ow l r ey t s ao l s ow aa r hh eh l p ih ng b uw s t r eh v eh n uw s
1748,train/dr1/fetb0/si1148,ch ey n jh ih n v aa l v z dh ah d ih s p l ey s m ah n t ah v f ao r m,ch ey n jh n v ao l v s dh ah d ih s p l ey s m ah n ah f ao m
1749,train/dr1/fetb0/si1778,w ih m ah n d ih d n t y uw z hh w ay t f ey s p aw d er n aw ah d ey z hh iy r ih k ao l d,w ih m ih n d ih n y uw z w ay f ey s p aw dh er n aw ah d ey z hh ih r ih k ao l d
1750,train/dr5/mewm0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae d y er d aa r k s uw ih ng g r iy s iy w ao sh w ao dh er ao l y ih er
1751,train/dr5/mewm0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy t uw k eh r iy ih n ao ah l iy r ae g l ay dh ae
1752,train/dr5/mewm0/sx268,dh ah jh ao aa p er ey t s b ay y uw z ih ng ae n t ae g ah n ih s t ih k m ah s l z,dh ih jh ao aa p er ey s b ay uw z ih ng ih n t ae g n ih s t ih m ah s l z
1753,train/dr5/mewm0/sx448,s f ih r ih k l g ih f t s aa r d ih f ih k ah l t t uw r ae p,s ah f ih er k uh g ih f s ah r d ih f k l t ah r ae
1754,train/dr5/mewm0/sx178,sh iy ih n k er ih jh d hh er ch ih l d r ah n t uw m ey k dh ae r ow n hh ae l ow iy n k aa s t uw m z,sh iy k er ih zh hh er ch ih l ih n t uw m ey dh ih r ow n hh aa l ah w iy n k aa s t m s
1755,train/dr5/mewm0/sx358,jh ao r jh s eh l d ah m w aa ch ih z d ey t ay m m uw v iy z,jh ao r s eh l m w aa ch ih z d ey t ay m uw v iy z
1756,train/dr5/mewm0/sx88,f l ay ih ng s t ae n d b ay k ae n b iy p r ae k t ih k l ih f y uw w ao n t t uw s ey v m ah n iy,f l ay n s t ae m b ay k ih n b iy p r ae t ah k uh ah f y uw w ah n t uw s ey v m ah n iy
1757,train/dr5/mewm0/si718,s t ey t n ah m b er ih ng l ao z d ih f er f r ah m iy ch ah dh er ih n m eh n iy w ey z,s t ey n ah m r ih ng l ao z d ih f er f r m iy ch ah dh er ih m eh n iy w ey z
1758,train/dr5/mewm0/si1348,ah y uw n ah v er s ih z ah s ey f ae n d p er m ah n ih n t hh ow m,ey y uw n ih v er s ih z ey s ey f ih n p er m ih n ih hh ow m
1759,train/dr5/mewm0/si1978,s ah m th ih ng p uh l d m ay l eh g,s ah m th iy ng p uh l m ay l eh
1760,train/dr5/fexm0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh ae y ao r d aa r k s uw ih n g r iy s iy w ao sh w ao dh ah ao l y ih er
1761,train/dr5/fexm0/sa2,d ow n t ae s k m iy t uw k ae r iy ae n oy l iy r ae g l ay k dh ae t,d ow n ae s m iy dh ih k eh r ih n oy l ih r ae l ay dh ae
1762,train/dr5/fexm0/sx366,w ih l y uw p l iy z k ah n f er m g ah v er n m ah n t p aa l ih s iy r ih g aa r d ih ng w ey s t r ih m uw v l,w ih l y uw p l iy z k ah n f er m g ah v ih m ih n p aa l ih s iy r ih g aa r dh ih n w ey s r ih m uw v l
1763,train/dr5/fexm0/sx201,ah p r ow ch y uh r ih n t er v y uw w ih dh s t ae ch uw eh s k k ah m p ow zh er,ah p r ow ch y ao r ih n t er v y uw w ah th s t ae ch uw w eh k ah m p ow zh er
1764,train/dr5/fexm0/sx381,w iy w eh l k ah m m eh n iy n uw s t uw d n t s iy ch y ih r,w iy w eh l k ah m eh n iy n uw s t uw dh ih n s iy ch y iy er
1765,train/dr5/fexm0/sx111,hh ih z s ah d n d ah p aa r ch er sh aa k t dh ah k ae s t,hh ih s ah n d ih p aa r ch er sh aa t dh ih k eh s
1766,train/dr5/fexm0/sx291,dh ah ae v ah l ae n ch t r ih g er d ah m ay n er er th k w ey k,dh iy ae v l l ae n ch t r ih g er d ey m ay n er er th k w ey k
1767,train/dr5/fexm0/si482,dh ae r w ah z n ow k aa n f er m ey sh ih n ah v s ah ch m ae s ih v ah s ao l t s f r ah m ih n d ah p eh n d ih n t s ao r s ih z,dh eh r w ah z n ow k aa n f er m ey sh ih n ah v s ah ch m ae s ah v ah s ao l s f ah m ih n ih p ih n ih n s ao s ih z
1768,train/dr5/fexm0/si1101,dh eh n hh iy th ao t m iy m ao r p er v er s dh ae n eh v er,dh ey ih n hh iy th ao m iy m ao ah p er v er s dh ae n eh v er
1769,train/dr5/fexm0/si1731,jh eh p er d ay z ih t n aw t uw k er eh k t s ow ow l d ah r ao ng,jh eh p er d ay z ih n aw t uw k er r eh k s ow ow l ah r ow ng
1770,train/dr5/mfer0/sa1,sh iy hh ae d y uh r d aa r k s uw t ih n g r iy s iy w ao sh w ao t er ao l y ih r,sh iy hh eh d y er d aa r k s uw n g r iy s iy w ao sh w ao dh er ao l y ih er
