,Path,Canonical,Transcript,Area,IdSpeaker
1060,L2_arctic_WAV/YBAA_arctic_a0022,hh aa r d l iy w er aw er p l ae n z m ey d p ah b l ih k b iy f ao r w iy w er m eh t b ay p aw er f ah l aa p ah z ih sh ah n,hh aa d l iy w er* aw er p l ae n z m ey d p ah p l ih b iy f ao r* w iy w er m eh t b ay p aw er f ah l aa p ao z ih sh ah n,0,625
1061,L2_arctic_WAV/YBAA_arctic_a0023,ah k aa m b ah n ey sh ah n ah v k ah n ey d iy ah n k ae p ah t ah l k w ih k l iy ao r g ah n ay z d ae n d p ah t ih sh ah n d f ao r dh ah s ey m p r ih v ih l ih jh ih z,ah k aa m b ah n ey sh ah n ah v k ah n ey d iy ah n k eh p ah t ah l k w ih k l iy ao r g ah n ay z d ae n d p ah t ih sh ah n d f ao r dh ah s ey m p r ih v ih l ih jh ih z,0,625
1062,L2_arctic_WAV/YBAA_arctic_a0024,ih t w aa z m ay r ih p ao r t s f r ah m dh ah n ao r th w ih ch ch iy f l iy ih n d uw s t p iy p ah l t uw b ay,ih t w aa z m ay r eh p ao r t s f r ah m dh ah n ao r th w ih ch ch iy f l iy ih n d y uw s t p iy p ah l t uw b ay,0,625
1063,L2_arctic_WAV/YBAA_arctic_a0025,ay w ah z ah b aw t t ah d uw dh ih s w eh n k uw l er jh ah jh m ah n t p r ih v ey l d,ay w ah z ah b aw t t ah d uw dh ih s w err n k uw l er jh ah jh m ah n t p r ih v ey l d,0,625
1064,L2_arctic_WAV/YBAA_arctic_a0026,ih t ah k er d t ah m iy dh ae t dh eh r w uh d hh ae v t ah b iy ae n ah k aw n t ih ng,ih t ah k eh er d t ah m iy dh ae t dh eh r w uh d hh ae v t ah b iy ae n ah k aw n t ih ng,0,625
1065,L2_arctic_WAV/YBAA_arctic_a0027,t uw m ay s er p r ay z hh iy b ih g ae n t ah sh ow ae k ch ah w ah l ih n th uw z iy ae z ah m ih n m ay f ey v er,t uw m ay s er p r ay z hh iy b ih g ae n t ah sh ao ae k ch ah w ah l ih n th uw s iy ae z ah m ih n m ay f eh v er,0,625
1066,L2_arctic_WAV/YBAA_arctic_a0028,r aa b er iy b r ay b er iy f r ao d,r ao b er iy b r ay b eh er iy f r ao d,0,625
1067,L2_arctic_WAV/YBAA_arctic_a0029,dh eh r f ao r s ih z w er ao l r eh d iy m uw v ih ng ih n t ah dh ah n ao r th k ah n t r iy,dh eh r f ao r s ih z w er ao l r eh d iy m uw v ih ng g ih n t ah dh ah n ao r th k ah n t r iy,0,625
1068,L2_arctic_WAV/YBAA_arctic_a0030,ay hh ae d f ey th ih n dh eh m,ay hh ae d f ey th ih n dh eh m,0,625
1069,L2_arctic_WAV/YBAA_arctic_a0031,dh ey w er th r iy hh ah n d r ih d y aa r d z ah p aa r t,dh ey w er th r iy hh ah n d r ih d y aa r d z ah p aa r t,0,625
1070,L2_arctic_WAV/YBAA_arctic_a0032,s ih n s dh eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ih n f ay t ih ng ah s ae t eh v r iy s t eh p,s ih n z dh eh n s ah m m ih s t ih r iy ah s f ao r s hh ae z b ih n f ay t ih ng g ah s ae t eh v r iy s t eh p,0,625
1071,L2_arctic_WAV/YBAA_arctic_a0036,sh iy t er n d ih n ae t dh ah hh ow t eh l,sh iy t ah n d ih n ae t dh ah hh ao t eh l,0,625
1072,L2_arctic_WAV/YBAA_arctic_a0037,ay w ah z dh ah ow n l iy w ah n hh uw r iy m ey n d s ih t ih ng,ay w ah z dh ah ao n l iy w ah n hh uw r iy m eh n d s ih t ih ng g,0,625
1073,L2_arctic_WAV/YBAA_arctic_a0038,w iy l hh ae v t uw w ao ch aw r ch ae n s ah z,w iy l hh ae v t uw w uh ch aw r ch ae n s ah z,0,625
1074,L2_arctic_WAV/YBAA_arctic_a0039,dh ah sh ih p sh uh d b iy ih n w ih dh ih n ah w iy k ao r t eh n d ey z,dh ah sh ih p sh uh d b iy ih n w ih dh ih n ah w iy k ao r t eh n d ey s,0,625
1075,L2_arctic_WAV/YBAA_arctic_a0040,ay s ah p ow z y uw w ah n d er w ay sh iy ih z k ah m ih ng ah p hh iy r,ay s ah b ao z y uw w ah n d er w ay sh iy ih z k ah m ih ng g ah p hh iy r,0,625
1076,L2_arctic_WAV/YBAA_arctic_a0041,m iy n w ay l ay l g ow aw t t ah b r iy dh ah s p eh l,m iy n w ay l ay l g ao aw t uh b r iy th ah s p eh l,0,625
1077,L2_arctic_WAV/YBAA_arctic_a0042,hh aw k uh d hh iy ih k s p l ey n hh ih z p ah z eh sh ah n ah v dh ah s k eh ch,hh aw k uh d hh iy ih k s p l eh n hh ih z p ah s eh sh ah n ah v dh ah s k eh ch,0,625
1078,L2_arctic_WAV/YBAA_arctic_a0045,hh iy m uw v d ah w ey ae z k w ay ah t l iy ae z hh iy hh ae d k ah m,hh iy m uw v d ah w ey ae z k w ay ah t l iy ae z hh iy hh ae d k ah m,0,625
1079,L2_arctic_WAV/YBAA_arctic_a0046,dh ah g er l f ey s t hh ih m hh er ay z sh ay n ih ng w ih th s ah d ah n f ih r,dh ah g eh er l f ey s t hh ih m hh eh er ay z sh ay n ih ng g w ih th s ah d ah n f ih r,0,625
1080,L2_arctic_WAV/YBAA_arctic_a0047,k l ow z b ih s ay d hh ih m g l iy m d dh ah w ay t f ae ng z ah v dh iy w uh l f d ao g,k l ao z b ih s ay d hh ih m g l iy m d dh ah w ay t f ae ng z ah v dh iy w uh l f d d ao g,0,625
1081,L2_arctic_WAV/YBAA_arctic_a0048,hh iy l uh k t ae t dh iy hh ae ng k er ch iy f m ao r k l ow s l iy,hh iy l uh k t ae d dh eh hh ae ng d k er ch iy f m ao r k l ao z l iy,0,625
1082,L2_arctic_WAV/YBAA_arctic_a0051,dh iy l ey s w aa z ah v ah d eh l ah k ah t ay v er iy k ah l er f ey n t l iy t ih n t ih d w ih dh y eh l ow,dh iy l ey s w aa z ah v ah d eh l ah k ah t ay v ao iy k ah l er f ih n t l iy t ih n t ih d w ih dh y eh l uh,0,625
1083,L2_arctic_WAV/YBAA_arctic_a0052,ih t w aa z ah k y uh r iy ah s k ow ih n s ih d ah n s,ih t w aa z ah k y uh r* iy ah s k ow ih n s ih d ah n s,0,625
1084,L2_arctic_WAV/YBAA_arctic_a0053,s ah d ah n l iy hh ih z f ih ng g er z k l ow z d t ay t l iy ow v er dh iy hh ae ng k er ch iy f,s ah d ah n l iy hh ih z f ih ng g er s k l uw s t ay t l iy ow v er dh iy hh ae d k er ch iy f,0,625
1085,L2_arctic_WAV/YBAA_arctic_a0054,dh eh r w aa z n ah th ih ng ao n dh ah r aa k,dh eh r w aa z n ah th ih ng ao n dh ah r ow k,0,625
1086,L2_arctic_WAV/YBAA_arctic_a0058,ay k ey m f ao r ih n f er m ey sh ah n m ao r aw t ah v k y uh r iy aa s ah t iy dh ae n eh n iy th ih ng eh l s,ay k eh m f ao r ih n f er m ey sh ih n m ao r* aw t ah v k y uh r* iy aa s ah t iy dh ae n eh n iy th ih ng eh l s,0,625
1087,L2_arctic_WAV/YBAA_arctic_a0059,hh ih z ih m ae k y uw l ih t ah p ih r ah n s w aa z g ao n,hh ih z ih m ih k y uw l ih t ah p ih r* ah n s w aa z g ao n,0,625
1088,L2_arctic_WAV/YBAA_arctic_a0060,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t,eh n iy w ey n ow w ah n s ao hh er l ay k dh ae t,0,625
1089,L2_arctic_WAV/YBAA_arctic_a0063,y eh s ih t w aa z ah m ae n hh uw ae s t ah s t r ey n jh er,y eh s ih t w aa z ah m ae n hh uw aa s t ah s t r ey n jh er,0,625
1090,L2_arctic_WAV/YBAA_arctic_a0064,dh ah f ao r th ae n d f ih f th d ey z p ae s t w ih dh aw t eh n iy d ih v eh l ah p m ah n t s,dh ah f ao r th ae n d f ih f th d ey z b aa s t w ih dh aw t eh n iy d ih v ah l ah p m ah n t s,0,625
1091,L2_arctic_WAV/YBAA_arctic_a0065,dh ey k l ow z d n aw ah n t ih l hh ih z f ih ng g er z w er l ay k k ao r d z ah v s t iy l,dh ey k l ow z d n aw ah n t ih l hh ih z f ih ng g er z w eh l ay k k ao r d z ah v s t iy l,0,625
1092,L2_arctic_WAV/YBAA_arctic_a0067,sh uh r l iy ay w ah l ih k s k y uw z y uw sh iy k r ay d,sh uh l iy ay w ah l ih k s k y uw z y uw sh iy k r ay d,0,625
1093,L2_arctic_WAV/YBAA_arctic_a0071,hh w ah t w aa z dh iy aa b jh eh k t ah v y ao r l ih t ah l s eh n s ey sh ah n,hh w ah t w aa z dh iy aa b jh eh k t ah v y ao r l ih t ah l s eh n s ey sh ah n,0,625
1094,L2_arctic_WAV/YBAA_arctic_a0073,dh ah p r ah m ow t er z ay z w er hh eh v iy w ih dh l ih t ah l p ah f iy b ae g z ah n d er dh eh m,dh ah p r ah m ow t er z ay z w eh hh ih v iy w ih dh l ih t ah l p ah f iy b ae g z ah n d r* dh eh m,0,625
1095,L2_arctic_WAV/YBAA_arctic_a0075,dh eh r hh ae z b ih n ah ch ey n jh sh iy ih n t er ah p t ih d hh ih m,dh eh r hh ae z b ih n ah ch ih n jh sh iy ih n t er ah p t ih d hh ih m,0,625
1096,L2_arctic_WAV/YBAA_arctic_a0076,dh iy g r ey ay z f aa l t er d dh ah f l ah sh d iy p ah n d,dh iy g r ey ay z f aa l t er d dh ah f l ah sh d iy p ah n d,0,625
1097,L2_arctic_WAV/YBAA_arctic_a0077,ih t ih z dh ah f ay er p aa r t l iy sh iy s eh d,ih t ih z dh ah f ay er p aa r t l iy sh iy s ey d,0,625
1098,L2_arctic_WAV/YBAA_arctic_a0078,dh eh n ae n d ae t s ah p er hh iy t r ay d t uw f ae dh ah m hh er,dh eh n ae n d ae t s p er* hh iy t r ay d t uw f ae dh ah m hh ih,0,625
1099,L2_arctic_WAV/YBAA_arctic_a0079,ih t w aa z ah l aa r jh k ah n uw,ih t w aa z ah l aa r jh k ah n uw,0,625
1100,L2_arctic_WAV/YBAA_arctic_a0081,hh w ah t ih f sh iy d ih d n aa t k ah m t ah dh ah r aa k,hh w ah t ih f sh iy d ih d n aa t k ah m t ah dh ah r* ao k,0,625
1101,L2_arctic_WAV/YBAA_arctic_a0082,hh ih z f ey s w aa z s t r iy m ih ng w ih th b l ah d,hh ih z f ih s w aa z s t r iy m ih ng w ih th b l ah d,0,625
1102,L2_arctic_WAV/YBAA_arctic_a0085,ah t r ih k ah l ah v f r eh sh b l ah d r ae n ow v er hh ih z f ey s,ah t r* ih k ah l ah v f r eh sh b l ah d r ae n ow v er hh ih z f ih s,0,625
1103,L2_arctic_WAV/YBAA_arctic_a0086,d eh th hh ae d k ah m w ih th t eh r ah b ah l s ah d ah n n ah s,d eh th hh ae d k ah m w ih th t er r ah b ah l s ah d ah n n ah s,0,625
1104,L2_arctic_WAV/YBAA_arctic_a0088,hh iy m ey d sh uh r dh ah t dh iy m ae g ah z iy n w aa z l ow d ih d ah n d r ih z uw m d hh ih z p ae d ah l ih ng,hh iy m ey d ch uh r dh ah t dh iy m ih g ah z iy n w aa z l ow d ih d ah n d r ih z uw m d hh ih z p ae d ah l ih ng,0,625
1105,L2_arctic_WAV/YBAA_arctic_a0089,dh iy n ay t g l ow w aa z t r eh ch er ah s t uw sh uw t b ay,dh iy n ay t g l uw w aa z t r* eh ch er ah s t uw sh uw t b ay,0,625
1106,L2_arctic_WAV/YBAA_arctic_a0090,dh iy s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy,dh iy s ih ng ih ng v oy s ah p r ow ch t r ae p ah d l iy,0,625
1107,L2_arctic_WAV/YBAA_arctic_a0091,hh ih z b l ah d g r uw hh aa t w ih dh r ey jh ae t dh iy th ao t,hh ih z b l ah d g r uw hh aa t w ih dh r ey jh ae t dh iy th ao t,0,625
1108,L2_arctic_WAV/YBAA_arctic_a0092,hh iy w eh n t d aw n ih n m ih d s t r iy m s er ch ih ng dh iy sh ae d ow z ah v b ow th sh ao r z,hh iy w eh n t d aw n ih n m ih d s t r iy m s er ch ih ng dh iy sh ae d ow z ah v b ao th sh ao r z,0,625
1109,L2_arctic_WAV/YBAA_arctic_a0093,f ao r ah f uh l m ih n ah t hh iy k r aw ch t ah n d l ih s ah n d,f ao r ah f uh l m ih n ah t hh iy k r ao ch t ah n d l ih s ah n d,0,625
1110,L2_arctic_WAV/YBAA_arctic_a0095,ah b ih g k ae n v ah s t eh n t w ao z dh ah f er s t th ih ng t uw k ah m w ih dh ih n hh ih z v ih zh ah n,ah b ih g k ae n v ah s t eh n t w ao z dh ah f ih s t th ih ng t uw k ah m w ih dh ih n hh ih z v ih zh ah n,0,625
1111,L2_arctic_WAV/YBAA_arctic_a0096,p er hh ae p s sh iy hh ae d ao r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er ih n dh ah f ao r ah s t,p er hh ae p s sh iy hh ae d ao r eh d iy m eh t hh er f ey t ah l ih t ah l d iy p er* ih n dh ah f ao r ah s t,0,625
1112,L2_arctic_WAV/YBAA_arctic_a0097,dh eh n y uw k ae n er ey n jh y ao r s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh iy b ow,dh eh n y uw k ae n er ey n jh y ao r s eh l f k ah m f er t ah b l iy ah m ah ng dh iy z r ow b z ih n dh iy b ow,0,625
1113,L2_arctic_WAV/YBAA_arctic_a0098,sh ae l ay k eh r iy y uw,sh ae l ay k eh r* iy y uw,0,625
1114,L2_arctic_WAV/YBAA_arctic_a0099,ah m ae d ah n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n,ah m ae d ah n ih ng jh oy b aw n d ih d ih n hh ih z b r ey n,0,625
1115,L2_arctic_WAV/YBAA_arctic_a0100,y uw m ah s t s l iy p hh iy er jh d,y uw m ah s ah s l iy p hh iy er* d,0,625
1116,L2_arctic_WAV/YBAA_arctic_a0101,y uw y uw w uh d n aa t k iy p dh ah t r uw th f r ah m m iy,y uw y uw w uh d n ao t k iy p dh ah t r* uw t f r ao m m iy,0,625
1117,L2_arctic_WAV/YBAA_arctic_a0102,hh iy w ah l f aa l ow ah s s uw n,hh iy w ah l f ow l ow ah s s uh n,0,625
1118,L2_arctic_WAV/YBAA_arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f r ah m dh ah b ow ah v dh iy k ah n uw,b ah t dh eh r* k ey m n ow p r aa m ah s f r ah m dh ih b ow ah v dh iy k ae n uw,0,625
1119,L2_arctic_WAV/YBAA_arctic_a0104,sh iy w aa z s l iy p ih ng ah n d er hh ih z p r ah t eh k sh ah n ae z s w iy t l iy eh z ah ch ay l d,sh iy w aa z s l iy b ih ng ah n d er hh ih z p r ow t eh k sh ah n ae z s w iy t l iy eh z ah ch ay l d,0,625
1120,L2_arctic_WAV/YBAA_arctic_a0105,ow n l iy ih t ih z s ow w ah n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v,ow n l iy ih t s s ow w ah n d er f uw l s ow ao l m ow s t ih m p aa z ah b eh l t uw b ih l iy v,0,625
1121,L2_arctic_WAV/YBAA_arctic_a0106,dh iy ih m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah ch ow k ih ng s aa b,dh iy ih m ow sh ah n w ih ch sh iy hh ae d s ah b r* eh s t b ah s t f ao r* th n aw ih n ah ch ow k ih ng s aa b,0,625
1122,L2_arctic_WAV/YBAA_arctic_a0107,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw,0,625
1123,L2_arctic_WAV/YBAA_arctic_a0108,hh iy w ey d ih d ih n t ah dh ah eh jh ah v dh ah w ao t er ae n d b ih g ae n s k r ah b ih ng hh ih m s eh l f,hh iy w ey d ih d ih n t ah dh ah eh jh ah v dh ih w ao t er* ae n d b ih g ae n s k r ah b ih ng hh ih m s eh l f,0,625
1124,L2_arctic_WAV/YBAA_arctic_a0109,d uw y uw n ow dh ae t y uw aa r sh ey k ih ng m ay k aa n f ah d ah n s ih n y uw,d uw y uw n ow dh ae t y uw aa r* sh ey k ih ng m ay k aa n f ih d ah n s ih n y uw,0,625
1125,L2_arctic_WAV/YBAA_arctic_a0111,ih n s t eh d hh iy jh oy n d hh er r ae n d dh ey ey t l ay k t uw hh ah ng g r iy ch ih l d r ah n,ih n s t eh d hh iy jh oy n d hh eh r* ae n d dh ey ey t l ay k t uw hh ah ng g r* iy ch ih l d r* ah n,0,625
1126,L2_arctic_WAV/YBAA_arctic_a0112,hh iy w aa z w uw n d ah d ih n dh ah aa r m,hh iy w aa z w ao n d ah d ih n dh ah aa m,0,625
1127,L2_arctic_WAV/YBAA_arctic_a0113,ay s ah p ow z y uw p ih k t dh ae t l ih ng g ow ah p ah m ah ng dh iy ih n d iy ah n z,ay s ah b ow z y uw b ih k t dh ae t l ih ng g ow ah p ah m ao ng dh iy ih n d iy ah n s,0,625
1128,L2_arctic_WAV/YBAA_arctic_a0115,hh iy hh ae d n ow ih k s k y uw z f ao r dh ah f iy l ih ng z w ih ch w er r er aw z d ih n hh ih m,hh iy hh ae d n ow ih k s iy k y uw z f ao r* dh ah f iy l ih ng z w ih ch w er r* er ow z d ih n hh ih m,0,625
1129,L2_arctic_WAV/YBAA_arctic_a0116,w ao z ih t dh ah r aa n d ih v uw ah v dh ow z hh uw w er s t r ay v ih ng t uw w er r k hh ih z r uw ah n,w ao z ih t dh ah r ae n d ih v uw ao f dh ow z hh uw w er* s t r ay v ih ng t uw w ao r* k hh ih z r* uw n,0,625
1130,L2_arctic_WAV/YBAA_arctic_a0117,sh iy ae d ah d w ih dh jh eh n y ah w ah n s ih m p ah th iy ih n hh er r f ey s ae n d v oy s,sh iy ae d ah d w ih dh jh iy n uw w ah n s ih m p ah th iy ih n hh eh r* f ey s ae n d v oy s,0,625
1131,L2_arctic_WAV/YBAA_arctic_a0120,m ay r ay t f uh t f iy l z l ay k ah v ah ch ay n iy z d eh b y ah t aa n t,m ay r ay t f uh t f iy l z l ay k ao f ah ch ay n iy z d eh b uw t aa n t,0,625
1132,L2_arctic_WAV/YBAA_arctic_a0121,dh ey ey t d ih n er ae t dh ah f ih f th ae n d r eh s t ah d f ao r t uw aw er z,dh ey ey t d ih n er* ae t dh eh f ih f th ae n d r* eh s t ah d f ao r* t uw aw er s,0,625
1133,L2_arctic_WAV/YBAA_arctic_a0122,t uw y er z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r dh ih s,t uw y er z ah g ow ay g ey v ah p s ih v ah l ih z ey sh ah n f ao r* dh ih s,0,625
1134,L2_arctic_WAV/YBAA_arctic_a0123,sh iy hh ae d d ay d f r ah m k ow l d ae n d s t aa r v ey sh ah n,sh iy hh ae d d ay d f r ah m k ow l d ae n d s t aa r* v ey sh ah n,0,625
1135,L2_arctic_WAV/YBAA_arctic_a0125,hh iy w ao z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r s er t ah n hh ow l d ah p aa n hh ih m s eh l f,hh iy w ao z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r* s er t ah n hh ow l d ah b aa n hh ih m s eh l f,0,625
1136,L2_arctic_WAV/YBAA_arctic_a0126,iy ch d ey sh iy b iy k ey m ah m ao r v ay t ah l p aa r t ah v hh ih m,iy ch d ey sh iy b iy k ey m ah m ao r* v ey t ah l p aa r t ah v hh ih m,0,625
1137,L2_arctic_WAV/YBAA_arctic_a0127,ih t w aa z ah t eh m t ey sh ah n b ah t hh iy r ih z ih s t ih d ih t,ih t w aa z ah t eh m t ey sh ah n b ah t hh iy r ih z ih s t ih d eh t,0,625
1138,L2_arctic_WAV/YBAA_arctic_a0128,dh ih s w ah n hh ow p w aa z d ih s t r oy d ae z k w ih k l iy ae z ih t w aa z b ao r n,dh ih s w ah n hh ow p w aa z d ih s t r oy d ae z k w ih k l iy ae z ih t w aa z b ao r n,0,625
1139,L2_arctic_WAV/YBAA_arctic_a0129,hh er r f ey s w ao z ah g eh n s t hh ih z b r eh s t,hh eh r* f ey s w ao z ah g eh n s t hh ih z b r eh s t,0,625
1140,L2_arctic_WAV/YBAA_arctic_a0130,sh iy w ao z hh ih z n aw f er eh v er,sh iy w ao z hh ih z n aw f er* eh v er*,0,625
1141,L2_arctic_WAV/YBAA_arctic_a0131,p r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m th r uw dh ah m ey l s t r ah m,p r* ow v ah d ah n s hh ae d d ih l ih v er* d hh ih m th r* uw dh ah m ey l s t r ah m,0,625
1142,L2_arctic_WAV/YBAA_arctic_a0134,hh iy ow b ey d dh ah p r eh sh er r ah v hh er r hh ae n d,hh iy ow b ey d dh ah p r* eh sh aa r* ao f hh eh r hh ae n d,0,625
1143,L2_arctic_WAV/YBAA_arctic_a0136,ah b aw t hh ih m eh v r iy w eh r w er r dh ah eh v ah d ah n s ah z ah v l ah g zh er iy ae n d ah v ey jh,ah b aw t hh ih m eh v r* iy w eh r* w eh r* dh ah eh v ah d ah n s ah z ao f l ah g zh er iy ae n d ah v ey jh,0,625
1144,L2_arctic_WAV/YBAA_arctic_a0137,dh eh n hh iy s t eh p t b ae k w ih dh ah l ow k r ay ah v p l eh zh er,dh eh n hh iy s t eh p t b ae k w ih dh ah l ow k r ay ah v p l eh zh er,0,625
1145,L2_arctic_WAV/YBAA_arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z,hh iy t ow l d hh ih m s eh l f dh ae t hh iy w ow sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh ah f ah l d g l ow t s,0,625
1146,L2_arctic_WAV/YBAA_arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ow ao l hh ih z l ay f,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng g ah p iy ae n ow ao l hh ih z l ay f,0,625
1147,L2_arctic_WAV/YBAA_arctic_a0214,b ih s ay d z hh iy w ao z p ey d w ah n k ey s ah v t ah b ae k ow p ah r hh eh d,b ih s ay d z hh iy w ao z p ey d w ah n k ey s ah v t ah b aa k ow b eh r* hh eh d,0,625
1148,L2_arctic_WAV/YBAA_arctic_a0257,dh ey aa r k ah m ih ng ah sh ao r hh uw eh v er dh ey aa r,dh ey aa r* k ah m ih ng ah sh ao r hh uw eh v er dh ey aa r*,0,625
1149,L2_arctic_WAV/YBAA_arctic_a0300,f r ah m m ay er l iy ah s t r eh k ah l eh k sh ah n m ay s l iy p w ah z ah p ih r iy ah d ah v t eh r er r,f r ah m m ay er l iy ah s t r iy k ah l eh k sh ah n m ay s l iy p w ah z ah p ih r iy ah d ah v t eh r* ah r*,0,625
1150,L2_arctic_WAV/YBAA_arctic_a0379,hh aw ow l d aa r y uw d ae d iy,hh aw ow l d aa r y uw d ae d iy,0,625
1151,L2_arctic_WAV/YBAA_arctic_a0426,dh ey d ow n t n ow dh iy l eh ng th ah v t ay m ah v ih ng k y uw b ey sh ah n,dh ey d ow n t n ow dh iy l eh ng th ah v t ay m ah v ih ng k y uw b ey sh ah n,0,625
1152,L2_arctic_WAV/YBAA_arctic_a0441,v ay ah l ah n t l ay f ae n d ae th l eh t ih k s p ao r t s hh ae d n eh v er ah p iy l d t ah m iy,v ey l ah n t l ay f ae n d ae th l eh t ih k s p ao r t s hh ae d n eh v er ah p iy l d t ah m iy,0,625
1153,L2_arctic_WAV/YBAA_arctic_a0461,aa w iy w er r v eh r iy k l ow s t ah g eh dh er r ih n dh ae t m ow m ah n t,aa w iy w er r* v eh r* iy k l ow s t ah g eh dh er r* ih n dh ae t m ow m ah n t,0,625
1154,L2_arctic_WAV/YBAA_arctic_a0500,hh uw dh ah d eh v ah l g ey v ih t t ih y uw t uw b iy jh ah jh ah n d jh uh r iy,hh uw dh ah d eh v ah l g ey v ih t t ih y uw t uw b iy jh ah jh ah n d jh uh r* iy,0,625
1155,L2_arctic_WAV/YBAA_arctic_a0501,y uh r jh ow k ih ng m iy s er r dh ah ah dh er r m ae n ih jh d t uw aa r t ih k y ah l ey t,y uh r jh ow k ih ng g m iy s er r* dh ah ah dh er r* m ae n ih jh d d uw aa r* t ih k y ah l ey t,0,625
1156,L2_arctic_WAV/YBAA_arctic_a0529,ae z ay s ey hh iy hh ae d t ae p t dh ah m eh s ih jh v eh r iy r ae p ah d l iy,ae z ay s ey hh iy hh ae d t ae p t dh ah m eh s ih zh v eh r iy r ae b l iy,0,625
1157,L2_arctic_WAV/YBAA_arctic_a0548,ao l s ow ch er ch ah z ae n d p r iy ch er z ay hh ae d n eh v er r n ow n,ao l s ow ch er ch s ae n d p r iy ch er z ay hh ae d n eh v er r* n ow n,0,625
1158,L2_arctic_WAV/YBAA_arctic_b0016,hh iy ch ah k ah l d ae z hh iy p uh l d aw t hh ih z p ay p ae n d b iy g ae n f ih l ih ng ih t,hh iy ch ah k ah l d ae z hh iy b uh l d aw t hh ih z b ay p ae n d b iy g ae n f ih l ih ng y ih t,0,625
1159,L2_arctic_WAV/YBAA_arctic_b0068,ow n l iy dh ah ch ae n s s aw n d hh ae d l eh d hh ih m t uw ah b z er v dh eh m,ao n l iy dh ah ch ae n s s aw n d hh ae d l ih d hh ih m t uw ah b z er v dh eh m,0,625
1160,L2_arctic_WAV/YBAA_arctic_b0083,ih n ih t dh eh r w ao z s ah m th ih ng dh ae t w ao z ao l m ow s t t r ae jh ah d iy,ih n ih t dh eh r w ao z s ah m th ih ng dh ae t w ao z ao l m ow s t t r ae jh ah d iy,0,625
1161,L2_arctic_WAV/YBAA_arctic_b0103,hh iy l ih f t ih d hh ih z ay z ae n d ah s t r ey n jh k r ay b er s t f r ah m hh ih z l ih p s,hh iy l ih f t ih d hh ih z ay z ae n d ah s t r ey n jh k r ay b er s t f r ah m hh ih z l ih p s,0,625
1162,L2_arctic_WAV/YBAA_arctic_b0106,f ao r ah f uh l m ih n ah t dh ah t uw m eh n s t eh r d ih n t uw iy ch ah dh er z f ey s,f ao r* ah f uh l m ih n ah t dh ah t uw m eh n s t ah r* d ih n t uw iy ch ah dh er z f ey s,0,625
1163,L2_arctic_WAV/YBAA_arctic_b0126,b l ah d w ao z uw z ih ng s l ow l iy f r ah m dh ah w uw n d ah d m ae n z r ay t b r eh s t,b l ah d w ao z uw z ih ng g s l ow l iy f r ah m dh ah w ao n d ah d m ae n z b r ay t b r eh s t,0,625
1164,L2_arctic_WAV/YBAA_arctic_b0146,ae f t er r ao l ih t w ao z s ih m p l iy ey m ih s t ey k ih n jh ah jh m ah n t,ae f t er r* ao l ih t w ao z s ih m p l iy ey m ih s t ey k ih n jh ah jh m ah n t,0,625
1165,L2_arctic_WAV/YBAA_arctic_b0150,ae n d hh iy hh ae z f ih l d w ih dh ah s t r ey n jh ah n d f ao r b ow d ih ng f ih r,ae n t hh iy hh ae z f ih l d w ih dh ah s t r ey n jh ah n d f ao r* b ow d ih ng f ih r*,0,625
1166,L2_arctic_WAV/YBAA_arctic_b0158,sh iy ow b ey d sh r ih ng k ih ng b ae k w ih dh dh iy b ey b iy ih n hh er r aa r m z,sh iy ow b ey d sh r* ih ng k ih ng g b ae k w ih dh dh iy b iy b iy ih n hh er r* aa m s,0,625
1167,L2_arctic_WAV/YBAA_arctic_b0307,w iy g aa t f y uw v eh jh t ah b ah l z ah n d f r uw t s ae n d b iy k ey m f ih sh iy t er z,w iy g aa t f y uw v eh jh ih t ah b ah l z ah n d f uw t s ae n d b iy k ey m f ih sh iy t er z,0,625
